wavelength_nm,importance_psi,importance_delta,importance_total
710,0.002375116802319894,2.0769556721767736e-05,0.0023958863590416617
711,0.0033350501054964167,9.992997943201737e-05,0.003434980084928434
712,5.520353704198447e-06,1.821756256145261e-05,2.3737916265651056e-05
713,0.002248852759231712,5.728722015077081e-06,0.0022545814812467892
714,8.796906660624616e-05,3.5341205294058465e-05,0.00012331027190030464
715,0.0001542377940016385,7.438408198172526e-07,0.00015498163482145574
716,0.00022500521856256038,1.7898242799562787e-05,0.00024290346136212316
717,0.0024543379620679795,5.489345399409934e-06,0.0024598273074673896
718,2.9603934736217107e-06,0.00010138887775618532,0.00010434927122980703
719,3.904570645814375e-07,0.00012252590592081618,0.0001229163629853976
720,0.00015342055244128654,4.9022576725037396e-05,0.00020244312916632394
721,0.0001019703812303111,0.00011908432649738493,0.00022105470772769604
722,7.915165760969656e-06,6.577940302197242e-05,7.369456878294208e-05
723,2.9455724865144838e-05,2.7991860455103622e-05,5.744758532024846e-05
724,0.0008915056202554524,7.725261852685106e-05,0.0009687582387823034
725,0.0025048721609959145,3.797437383755906e-05,0.0025428465348334736
726,0.00013301295275645411,0.00012721597232769535,0.00026022892508414946
727,0.0018649860884841713,4.075298727697888e-05,0.0019057390757611502
728,1.4401081916208327e-05,1.1549341026087299e-05,2.5950422942295627e-05
729,1.497134873989822e-05,5.675030201459504e-05,7.172165075449326e-05
730,0.00011806664384616077,4.001475552214124e-05,0.000158081399368302
731,0.003699028282107366,3.887605589955744e-05,0.0037379043380069235
732,6.187872405374386e-05,7.1223227374795005e-06,6.900104679122336e-05
733,6.98527775050084e-06,7.096220506076481e-05,7.794748281126565e-05
734,0.0018390254247073,2.1751850447379683e-05,0.0018607772751546795
735,0.009745834798787122,2.2880107236922665e-05,0.009768714906024044
736,0.002392013743899882,1.0274723306602653e-05,0.0024022884672064847
737,0.00469942314758536,3.11277950710517e-05,0.004730550942656412
738,0.002277738431353002,0.0002908052153212028,0.002568543646674205
739,1.8311561600653065e-05,2.0124621609348696e-06,2.0324023761587933e-05
740,2.223662634263299e-06,4.7687307017080635e-05,4.9910969651343934e-05
741,0.003167768098567782,3.633297928897452e-05,0.0032041010778567566
742,0.0010870138787703717,4.900147330724628e-06,0.0010919140261010964
743,1.5869467609799738e-05,2.749609307842744e-06,1.861907691764248e-05
744,1.0056498005215006e-05,0.00022889416225405746,0.00023895066025927248
745,0.002229345842505023,0.0003514043889562827,0.0025807502314613056
746,8.821438415719338e-06,1.759482633197267e-05,2.641626474769201e-05
747,2.069453982547309e-06,9.679020943099692e-06,1.1748474925647e-05
748,0.000517732672923833,4.1462095419256146e-05,0.0005591947683430892
749,0.0017976035743510457,9.24770884862142e-06,0.0018068512831996672
750,0.0003315041260993171,3.6621383191176104e-05,0.0003681255092904932
751,0.0033670357473942103,4.489092539533606e-05,0.0034119266727895463
752,0.00013947072528107537,1.9761595147488237e-05,0.0001592323204285636
753,0.00012167512642900935,8.167760428840736e-05,0.0002033527307174167
754,0.002473667764510361,0.00012559079623812003,0.002599258560748481
755,0.0017368312587086499,2.4429083132366547e-05,0.0017612603418410164
756,8.193245649733127e-06,0.0045865559684523695,0.004594749214102103
757,0.00012338189013031493,0.006320322507991808,0.006443704398122123
758,0.0025698602189839327,0.005200923373810939,0.007770783592794872
759,0.0026528143257205762,4.077611568481673e-05,0.002693590441405393
760,5.215111308491545e-06,2.6944949367402944e-05,3.216006067589449e-05
761,4.877709512357173e-05,5.3714204326802596e-05,0.00010249129945037432
762,0.000201112035637579,7.161315215183614e-05,0.0002727251877894151
763,5.99365139492762e-05,1.528872603270289e-05,7.522523998197908e-05
764,6.293993266289213e-06,0.009995703824851754,0.010001997818118044
765,6.851272226522302e-05,3.699797739067313e-05,0.00010551069965589615
766,0.0024950710933506048,2.038657023045748e-05,0.002515457663581062
767,0.002276696512449033,0.0004552377966568662,0.002731934309105899
768,0.0005285256156054401,0.00020972866503839144,0.0007382542806438316
769,0.0024889636673272528,0.0052192016234816185,0.007708165290808871
770,0.004346449651680891,9.732489608550824e-05,0.004443774547766399
771,3.7576792522485328e-06,0.07518899183016202,0.07519274950941426
772,0.0017845187351438335,0.016810842584596607,0.01859536131974044
773,2.642540185289435e-06,0.009769513627406256,0.009772156167591545
774,2.5133772811560356e-05,2.4302181918653612e-05,4.943595473021397e-05
775,0.00010167184512684182,0.011051528179955425,0.011153200025082266
776,9.525372789007697e-05,4.563144885229246e-05,0.00014088517674236943
777,0.00021487762579754414,0.005795202915912005,0.00601008054170955
778,3.1645836024685426e-05,2.7019736107110457e-05,5.866557213179589e-05
779,1.476490381536761e-05,0.005097219697598568,0.005111984601413936
780,4.667664776265636e-06,0.004437247726184102,0.004441915390960368
781,0.00013680193317761516,4.1561599350410106e-05,0.00017836353252802527
782,8.72095173249195e-06,0.00011633523213255817,0.00012505618386505013
783,0.00012549018558038387,0.004876622901229095,0.00500211308680948
784,0.0001346996914974776,0.09246729787523746,0.09260199756673493
785,0.0013866034770857578,0.12103922096018481,0.12242582443727057
786,0.0027667593988032185,0.005405559021541986,0.008172318420345204
787,6.134820770060621e-05,0.01529739185582408,0.015358740063524686
788,0.001991309282071418,0.006592841195050567,0.008584150477121985
789,0.0002548167060399286,0.006076271915679543,0.006331088621719471
790,0.0008775881440332918,0.0051737245255948664,0.006051312669628158
791,6.022336149660652e-05,0.001411626907768641,0.0014718502692652477
792,0.0022148925540392598,0.006885847342452289,0.00910073989649155
793,4.794148272586319e-06,0.01069641580459486,0.010701209952867446
794,5.944772074107794e-06,0.01894249427361304,0.018948439045687146
795,3.020901416472657e-05,0.00013936372695708038,0.00016957274112180693
796,4.881600864217045e-06,0.005586455680492331,0.0055913372813565475
797,0.0018070109778728076,0.010315698931240314,0.012122709909113122
798,0.00015154759938687044,0.00030104815280421063,0.0004525957521910811
799,1.7596103463188326e-05,0.005839077293776792,0.00585667339723998
800,0.0001793871454515816,0.0011188233239876014,0.001298210469439183
