wavelength_nm,importance_psi,importance_delta,importance_total
566,5.758197455681237e-06,7.93067251993959e-06,1.3688869975620826e-05
567,8.784101579697684e-06,1.6065951641245209e-06,1.0390696743822206e-05
568,2.926065963323116e-06,7.013840320733034e-05,7.306446917065346e-05
569,2.097847523297921e-06,1.8039229171256466e-05,2.0137076694554388e-05
570,6.190237488676501e-06,4.064031312488728e-06,1.0254268801165229e-05
571,1.7115866831064933e-05,8.861024407945248e-06,2.597689123901018e-05
572,1.0849867028788003e-05,0.00011537252102110292,0.00012622238804989094
573,1.1884861562876648e-05,4.6393627387868024e-05,5.827848895074467e-05
574,1.952010762029672e-05,3.3754395410925228e-06,2.2895547161389243e-05
575,4.483995192336059e-06,9.779188740272009e-05,0.00010227588259505614
576,5.617130263657644e-05,7.634707760328038e-05,0.0001325183802398568
577,2.1662083369142605e-06,2.1474278495087856e-05,2.3640486832002117e-05
578,2.7647941921193295e-06,0.00020533548333942375,0.0002081002775315431
579,4.3715985161967314e-05,0.00014009837204739017,0.0001838143572093575
580,0.00136438171901978,9.804612327982625e-06,0.0013741863313477625
581,8.262811367627622e-06,3.235004170298263e-05,4.061285307061025e-05
582,7.083551496326623e-06,0.0005389946141763701,0.0005460781656726968
583,1.389118598981032e-05,8.074813956404221e-06,2.1965999946214542e-05
584,2.996246693670331e-05,0.00022298696794808727,0.0002529494348847906
585,0.002437500723197533,1.0019572980768641e-05,0.002447520296178302
586,0.0023381280192587427,8.695110592616143e-05,0.0024250791251849042
587,0.0026941213486599246,1.9142276786014255e-05,0.002713263625445939
588,8.07195393110198e-06,0.00016532178574192079,0.00017339373967302277
589,9.441085091325477e-06,0.0022409719251834602,0.0022504130102747855
590,7.349842145100086e-07,3.770462632705319e-05,3.8439610541563204e-05
591,2.4514547195121702e-05,5.793548359135292e-05,8.245003078647463e-05
592,0.002169852058661678,0.004635265714112343,0.00680511777277402
593,1.1383663091560632e-05,1.4929070272002315e-06,1.2876570118760864e-05
594,2.4925331696214955e-05,2.0240277753984285e-05,4.516560945019924e-05
595,2.9834230880347243e-05,0.001858805756172169,0.0018886399870525162
596,3.7168324837816767e-06,3.134162937868049e-06,6.8509954216497255e-06
597,2.8364740075371613e-06,1.186325781476625e-05,1.4699731822303411e-05
598,1.04120741611713e-05,5.377418162555685e-05,6.418625578672815e-05
599,7.242843837931578e-06,0.00012657523654213587,0.00013381808038006744
