wavelengths,model,MSE_mean,MSE_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std
125,MLP,4.3394,1.8372,2.0387,0.428,1.3695,0.1928,0.9846,0.0069
120,Linear Regression,582227568508.4895,649671200503.1757,624955.1394,437788.3533,127023.4038,84247.1536,-2157789455.7574,2517950720.8943
120,Random Forest,3.7121,1.6107,1.8808,0.4181,1.1151,0.0928,0.9867,0.006
120,MLP,3.9821,2.6738,1.892,0.6345,1.2819,0.3034,0.9864,0.0078
115,Linear Regression,67034607845.5077,87022570404.7876,202267.9683,161623.8746,37659.6956,30743.2639,-219762309.4357,265162966.2847
115,Random Forest,3.8851,1.0918,1.9524,0.2703,1.1688,0.0639,0.9861,0.0043
115,MLP,3.4024,1.782,1.7785,0.489,1.0895,0.2196,0.988,0.0067
110,Linear Regression,9327904425.5814,13927095982.8805,77279.924,57928.5575,17703.7259,16374.7687,-35107137.3143,53887025.3895
110,Random Forest,3.4826,1.1374,1.8425,0.2965,1.1096,0.0776,0.9875,0.0044
110,MLP,2.499,1.3688,1.5157,0.4491,1.0239,0.26,0.9914,0.0044
105,Linear Regression,8757974447.1537,5797528677.8175,87160.023,34074.9885,17868.7163,8753.1015,-30012044.9378,18458903.77
105,Random Forest,3.5514,1.2463,1.855,0.3323,1.13,0.0809,0.9872,0.0049
105,MLP,3.3972,1.8186,1.7684,0.5196,1.2442,0.3868,0.9882,0.0062
100,Linear Regression,65406216987.126,56912956998.2769,219366.6956,131470.4143,44981.5512,28745.6365,-223977856.0816,192483298.549
100,Random Forest,3.5485,1.125,1.8635,0.2751,1.122,0.0694,0.9873,0.0042
100,MLP,3.5119,1.75,1.822,0.4386,1.2274,0.2405,0.988,0.0048
